date,state,pincode,total_updates,surge_multiplier,ASI,district
2025-01-07,telangana,500078,539.0,27.320952589032117,539.0,"hyderabad, rangareddy, medchalmalkajgiri, kvrangareddy"
2025-03-01,rajasthan,325222,1364.0,27.320176730486008,1364.0,baran
2025-03-01,rajasthan,343027,1695.0,27.31982500575639,1695.0,jalor
2025-01-03,telangana,507115,1231.0,27.314634754425327,1231.0,"bhadradrikothagudem, khammam"
2025-01-03,tamilnadu,605802,752.0,27.30408472012103,752.0,"viluppuram, kallakurichi"
2025-01-03,rajasthan,313803,3595.0,27.29478433098592,3595.0,udaipur
2025-01-04,assam,781318,723.0,27.2726582278481,723.0,"baksa, barpeta, bajali"
2025-01-03,telangana,500089,1570.0,27.272391277565603,1570.0,"rangareddy, kvrangareddy, hyderabad"
2025-01-07,manipur,795009,2562.0,27.239220318960424,2562.0,imphalwest
2025-01-03,jharkhand,814157,1583.0,27.21900452488688,1583.0,deoghar
2025-03-01,telangana,500084,896.0,27.20647773279352,896.0,"rangareddy, hyderabad, kvrangareddy"
2025-01-04,chhatisgarh,493889,1262.0,27.204175704989154,1262.0,"gariyaband, raipur, dhamtari"
2025-01-03,rajasthan,344043,1638.0,27.199261992619927,1638.0,barmer
2025-01-07,chandigarh,160055,850.0,27.19573400250941,850.0,"chandigarh, rupnagar"
2025-01-03,bihar,804418,1400.0,27.19475277497477,1400.0,"jehanabad, arwal"
2025-01-03,jharkhand,828113,4311.0,27.19286269765834,4311.0,"dhanbad, bokaro"
2025-01-03,karnataka,583220,346.0,27.180467091295117,346.0,"ballari, vijayanagara"
2025-01-03,uttarpradesh,209204,1069.0,27.179697954502004,1069.0,"kanpurdehat, kanpurnagar"
2025-03-01,uttarpradesh,271870,1489.0,27.179675793488624,1489.0,"bahraich, shrawasti"
2025-01-03,tamilnadu,635116,876.0,27.175182481751825,876.0,"dharmapuri, krishnagiri"
2025-01-07,uttarpradesh,202001,20813.0,27.16893188973355,7.313070976809557,"aligarh, hathras"
2025-01-03,jharkhand,822102,1949.0,27.166467542811628,1949.0,palamu
2025-01-03,assam,785619,595.0,27.127659574468083,595.0,golaghat
2025-01-03,tamilnadu,632311,495.0,27.126696832579185,495.0,"tiruvannamalai, vellore"
2025-01-04,delhi,110095,3624.0,27.072873893039134,3624.0,"eastdelhi, shahdara"
2025-01-03,tamilnadu,621215,609.0,27.071990558615266,609.0,"namakkal, tiruchirappalli"
2025-01-07,punjab,143105,2737.0,27.054009172860983,2737.0,"amritsar, tarntaran"
2025-01-07,chandigarh,160047,5877.0,27.044729414652103,5877.0,chandigarh
2025-01-03,uttarpradesh,242303,2608.0,27.042283867492593,2608.0,shahjahanpur
2025-01-03,westbengal,700035,574.0,27.035324901875274,574.0,"northtwentyfourparganas, kolkata, bankura"
2025-03-01,assam,785614,815.0,27.02937460518004,815.0,"golaghat, jorhat, majuli"
2025-01-03,telangana,505001,3368.0,27.01361899122571,3368.0,karimnagar
2025-01-03,bihar,854201,1256.0,27.01315321720583,1256.0,"araria, purnia"
2025-01-03,rajasthan,328027,3869.0,27.009999999999998,3869.0,dholpur
2025-01-03,westbengal,700156,544.0,27.00709219858156,544.0,"northtwentyfourparganas, southtwentyfourparganas"
2025-01-03,telangana,508238,475.0,27.001733102253034,475.0,"nalgonda, suryapet"
2025-01-03,rajasthan,311404,2703.0,27.000809935205183,2703.0,bhilwara
2025-01-03,rajasthan,312602,856.0,26.994913530010173,856.0,chittorgarh
2025-01-05,uttarpradesh,203131,5521.0,26.98812849162011,5521.0,"bulandshahr, gautambuddhanagar"
2025-01-06,tamilnadu,621716,1330.0,26.987785657998426,1330.0,"ariyalur, perambalur"
2025-01-03,uttarpradesh,209503,321.0,26.984238178633973,321.0,farrukhabad
2025-01-03,andhrapradesh,522402,774.0,26.982288445319092,774.0,"guntur, palnadu"
2025-03-01,telangana,500072,1598.0,26.98120420516088,1598.0,"hyderabad, medchalmalkajgiri"
2025-01-07,telangana,500024,1182.0,26.959659574468084,3.900990099009901,hyderabad
2025-01-03,rajasthan,342301,4551.0,26.949703914481276,4551.0,"jodhpur, jaisalmer"
2025-01-03,jharkhand,828207,750.0,26.937618147448017,750.0,dhanbad
2025-01-03,bihar,824209,1861.0,26.935526315789474,1861.0,gaya
2025-01-03,rajasthan,311402,1144.0,26.922519913106445,1144.0,bhilwara
2025-01-03,andhrapradesh,515556,246.0,26.914660831509845,246.0,"ananthapuram, srisathyasai"
2025-01-07,maharashtra,410207,573.0,26.903837471783294,573.0,"raigarh, raigad"
2025-01-03,uttarpradesh,246763,4748.0,26.897488232598825,4748.0,bijnor
2025-01-03,karnataka,574153,582.0,26.88033589923023,582.0,dakshinakannada
2025-01-03,westbengal,731215,651.0,26.865876958349254,651.0,"birbhum, purbabardhaman, paschimbardhaman"
2025-01-03,meghalaya,793114,1041.0,26.848769050410315,1041.0,"southwestkhasihills, westkhasihills, eastkhasihills"
2025-01-04,uttarpradesh,247776,5727.0,26.846494123861085,10.644981412639405,"muzaffarnagar, shamli"
2025-01-03,uttarpradesh,273302,2720.0,26.842105263157897,2720.0,"maharajganj, gorakhpur, mahrajganj"
2025-01-03,telangana,509412,754.0,26.822134387351777,754.0,"mahabubnagar, nagarkurnool"
2025-01-03,westbengal,700061,884.0,26.819750148721,884.0,"southtwentyfourparganas, kolkata"
2025-01-03,delhi,110003,1404.0,26.815825375170533,1404.0,"centraldelhi, southdelhi, newdelhi"
2025-01-03,jharkhand,814114,993.0,26.807649043869517,993.0,deoghar
2025-01-03,assam,781371,193.0,26.805555555555554,193.0,"nalbari, barpeta, baksa, bajali"
2025-01-03,telangana,509357,446.0,26.805432937181664,446.0,"mahabubnagar, rangareddy, nagarkurnool, kvrangareddy"
2025-01-07,haryana,134118,1248.0,26.79905437352246,1248.0,"ambala, panchkula"
2025-01-03,jharkhand,816117,1526.0,26.783677051338305,1526.0,"dumka, pakur"
2025-01-03,telangana,506169,566.0,26.781390430874964,566.0,"jayashankarbhupalpally, warangal, karimnagar"
2025-01-03,assam,788806,497.0,26.780007432181346,497.0,"karimganj, cachar, sribhumi, hailakandi"
2025-01-03,jharkhand,828109,10371.0,26.776347402015276,10371.0,"dhanbad, bokaro"
2025-03-01,bihar,843132,565.0,26.77351916376307,565.0,muzaffarpur
2025-03-01,jharkhand,835301,1896.0,26.77278562259307,1896.0,"lohardaga, ranchi"
2025-01-03,westbengal,700154,743.0,26.7433489827856,743.0,southtwentyfourparganas
2025-01-06,madhyapradesh,485881,3156.0,26.74252511802445,3156.0,"maihar, satna"
2025-01-07,punjab,152123,3284.0,26.741057964895347,3284.0,"fazilka, ferozepur"
2025-01-07,chandigarh,160023,590.0,26.73848439821694,590.0,chandigarh
2025-01-03,jharkhand,813208,2403.0,26.73435253159767,2403.0,"godda, sahibganj, dumka"
2025-01-06,chhatisgarh,491881,2827.0,26.719461549477302,2827.0,"rajnandgaon, khairagarhchhuikhadangandai"
2025-01-03,rajasthan,341503,4439.0,26.71729509647725,4439.0,nagaur
2025-01-05,delhi,110030,3032.0,26.6998186998187,3032.0,"southdelhi, southwestdelhi"
2025-01-03,rajasthan,327032,2093.0,26.69849246231156,2093.0,banswara
2025-01-03,andhrapradesh,515164,226.0,26.69291338582677,226.0,"ananthapuram, srisathyasai"
2025-03-01,rajasthan,313701,2718.0,26.690671031096564,2718.0,"udaipur, rajsamand"
2025-01-03,bihar,811310,2181.0,26.687449015266285,2181.0,"lakhisarai, jamui"
2025-01-03,rajasthan,311403,1582.0,26.677908937605398,1582.0,bhilwara
2025-01-03,telangana,500006,2514.0,26.677464395420273,2514.0,hyderabad
2025-01-03,assam,782139,655.0,26.675222450376452,655.0,"karbianglong, nagaon"
2025-01-03,bihar,854336,1823.0,26.674987088999828,1823.0,"araria, katihar, kishanganj"
2025-01-03,rajasthan,323802,2001.0,26.664977477477475,2001.0,bundi
2025-01-06,chhatisgarh,497442,2297.0,26.654607508532425,2297.0,"koriya, manendragarhchirmiribharatpur"
2025-01-03,karnataka,591112,543.0,26.652486910994764,543.0,belagavi
2025-01-03,madhyapradesh,484665,1910.0,26.629807692307693,1910.0,"umaria, shahdol"
2025-01-06,westbengal,713129,1052.0,26.61878787878788,1052.0,"birbhum, paschimbardhaman, purbabardhaman"
2025-01-06,telangana,509339,579.0,26.61575532900834,579.0,"mahabubnagar, rangareddy, vikarabad, narayanpet, kvrangareddy"
2025-01-03,andhrapradesh,515571,829.0,26.608951175406872,829.0,"ananthapuram, srisathyasai"
2025-01-03,rajasthan,306102,2239.0,26.593089619003546,2239.0,pali
2025-01-04,andhrapradesh,533401,1487.0,26.587976159626848,1487.0,"eastgodavari, kakinada"
2025-01-03,tamilnadu,627811,910.0,26.58698539176627,910.0,"tenkasi, tirunelveli"
2025-01-03,gujarat,394730,1331.0,26.582025677603426,1331.0,"dang, navsari, tapi, surat"
2025-01-03,telangana,509327,503.0,26.57807570977918,503.0,"mahabubnagar, rangareddy, kvrangareddy"
2025-01-05,madhyapradesh,451449,2234.0,26.576309100152518,8.007168458781361,"barwani, khargone"
2025-01-03,assam,783345,722.0,26.57082340481864,722.0,"dhubri, kokrajhar"
2025-01-03,meghalaya,793102,1267.0,26.561121698883746,1267.0,"ribhoi, eastkhasihills"
2025-01-07,telangana,506002,2124.0,26.55,2124.0,"hanumakonda, warangal"
2025-01-03,jharkhand,816109,5309.0,26.545,5309.0,sahibganj
2025-01-03,uttarpradesh,245208,769.0,26.544162436548223,769.0,"ghaziabad, hapur"
2025-01-03,uttarpradesh,244701,249.0,26.536412078152754,249.0,rampur
2025-01-03,jharkhand,835211,2836.0,26.529466791393826,2836.0,"gumla, simdega, khunti"
2025-03-01,telangana,508112,653.0,26.516940707523666,653.0,"nalgonda, yadadribhuvanagiri"
2025-03-01,jharkhand,814120,1298.0,26.516472450007193,1298.0,"deoghar, dumka"
2025-01-05,delhi,110094,20620.0,26.515141192901183,20620.0,"northeastdelhi, northwestdelhi, eastdelhi"
2025-01-04,delhi,110096,12720.0,26.509078451524495,12720.0,eastdelhi
2025-01-03,assam,787034,768.0,26.495104895104895,768.0,"dhemaji, lakhimpur"
2025-01-03,telangana,505415,516.0,26.486384976525823,516.0,"karimnagar, jagitial, peddapalli"
2025-03-01,jharkhand,828401,840.0,26.475644699140403,840.0,"bokaro, dhanbad"
2025-01-03,telangana,500060,843.0,26.468387096774194,843.0,"rangareddy, hyderabad, kvrangareddy"
2025-01-03,assam,782448,903.0,26.46633778293674,903.0,"karbianglong, cachar, westkarbianglong"
2025-01-03,westbengal,700094,530.0,26.454388984509464,530.0,"kolkata, southtwentyfourparganas"
2025-01-03,uttarpradesh,221001,6079.0,26.449314890577313,6079.0,"chandauli, varanasi"
2025-01-03,bihar,851130,1874.0,26.429578806937297,1874.0,begusarai
2025-01-03,jharkhand,832303,3120.0,26.4255465262676,3120.0,eastsinghbhum
2025-01-03,bihar,824210,2845.0,26.424148606811144,2845.0,gaya
2025-01-03,himachalpradesh,173223,366.0,26.418491484184916,366.0,"sirmaur, solan"
2025-03-01,telangana,507209,996.0,26.40159045725646,996.0,khammam
2025-01-03,uttarpradesh,209307,911.0,26.398295454545455,911.0,"kanpurdehat, kanpurnagar"
2025-01-03,tamilnadu,605751,637.0,26.394453507340945,637.0,"viluppuram, kallakurichi"
2025-01-03,tamilnadu,610201,225.0,26.37481910274964,225.0,"nagapattinam, thiruvarur"
2025-01-03,tamilnadu,635852,532.0,26.368520620507,532.0,"tirupathur, vellore"
2025-01-03,andhrapradesh,515581,617.0,26.356177012907192,617.0,"ananthapuram, srisathyasai"
2025-01-03,telangana,501203,808.0,26.333514394350896,808.0,"rangareddy, vikarabad, kvrangareddy"
2025-01-03,assam,782442,695.0,26.311742088139603,695.0,"hojai, nagaon"
2025-01-03,rajasthan,307025,2753.0,26.30828642492473,2753.0,udaipur
2025-01-03,telangana,500034,1095.0,26.30457653866386,1095.0,hyderabad
2025-01-03,mizoram,796161,685.0,26.295585412667947,685.0,"aizawl, serchhip"
2025-01-03,odisha,754140,667.0,26.286767061839154,667.0,"jagatsinghpur, kendrapara"
2025-01-03,tripura,799278,983.0,26.281324820430967,983.0,dhalai
2025-01-04,delhi,110065,2497.0,26.28047219456692,2497.0,southdelhi
2025-01-03,tamilnadu,606201,1269.0,26.279946364719905,1269.0,"kallakurichi, viluppuram"
2025-01-03,assam,783392,1042.0,26.278264586450096,1042.0,"bongaigaon, chirang"
2025-01-03,uttarpradesh,229304,1132.0,26.27342202094537,1132.0,"amethi, raebareli"
2025-01-03,uttarpradesh,273301,2388.0,26.272970561998218,2388.0,"maharajganj, mahrajganj, gorakhpur"
2025-01-07,tamilnadu,621717,2169.0,26.270726714431934,2169.0,perambalur
2025-01-03,tamilnadu,600048,1988.0,26.263067202757036,1988.0,"kancheepuram, chengalpattu"
2025-01-03,gujarat,384130,406.0,26.25998731769182,406.0,"mahesana, patan"
2025-07-01,telangana,500048,1449.0,26.258121546961327,1449.0,"rangareddy, kvrangareddy"
2025-01-07,uttarpradesh,201310,3177.0,26.251093613298337,5.776363636363636,gautambuddhanagar
2025-01-06,chhatisgarh,497001,5829.0,26.243493729822326,5829.0,"balrampur, surajpur, surguja"
2025-01-03,tamilnadu,627719,467.0,26.235955056179773,467.0,"tenkasi, tirunelveli"
2025-03-01,rajasthan,307803,943.0,26.234375,943.0,jalor
2025-01-03,westbengal,735210,2244.0,26.229912563276574,2244.0,"jalpaiguri, coochbehar"
2025-01-03,odisha,768108,1581.0,26.2129388816645,1581.0,"deogarh, bargarh, sambalpur"
2025-01-03,madhyapradesh,484555,2013.0,26.20030425963489,2013.0,"umaria, anuppur"
2025-01-03,telangana,508207,3363.0,26.199616858237547,3363.0,nalgonda
2025-01-07,karnataka,583136,971.0,26.160387286886973,971.0,"ballari, vijayanagara, davanagere"
2025-01-04,madhyapradesh,486445,2780.0,26.15988871614434,2780.0,"rewa, satna"
2025-03-01,rajasthan,312207,952.0,26.158201498751044,952.0,chittorgarh
2025-01-06,chhatisgarh,494334,1876.0,26.14226289517471,1876.0,"kanker, kondagaon, gariyaband"
2025-03-01,rajasthan,311011,1253.0,26.13820078226858,1253.0,bhilwara
2025-01-03,rajasthan,341514,1516.0,26.137931034482758,1516.0,nagaur
2025-01-03,andhrapradesh,515561,625.0,26.136363636363633,625.0,"ananthapuram, srisathyasai"
2025-01-03,gujarat,364750,738.0,26.134651019147622,738.0,"bhavnagar, botad, rajkot"
2025-03-01,telangana,509126,654.0,26.12870813397129,654.0,"jogulambagadwal, mahabubnagar"
2025-01-04,andhrapradesh,531081,965.0,26.121588639893496,965.0,"visakhapatnam, anakapalli"
2025-01-03,andhrapradesh,532440,1217.0,26.11587982832618,1217.0,"parvathipurammanyam, srikakulam, vizianagaram"
2025-01-03,jharkhand,816101,3518.0,26.10760667903525,3518.0,"sahibganj, deoghar, dumka"
2025-01-03,madhyapradesh,458339,594.0,26.102658788774,594.0,"mandsaur, neemuch"
2025-01-03,karnataka,591224,1027.0,26.099110546378654,1027.0,belagavi
2025-01-06,chhatisgarh,496554,1599.0,26.096439169139465,1599.0,"raigarh, sarangarhbilaigarh, raigad"
2025-01-03,assam,784525,758.0,26.0857855361596,758.0,"darrang, udalguri"
2025-01-03,andhrapradesh,522613,994.0,26.07679465776294,994.0,"guntur, palnadu"
2025-01-05,andhrapradesh,532440,1215.0,26.07296137339056,1215.0,"parvathipurammanyam, srikakulam, vizianagaram"
2025-01-04,chhatisgarh,497001,5790.0,26.067906792875494,5790.0,"balrampur, surajpur, surguja"
2025-01-04,uttarpradesh,207001,5423.0,26.052845528455283,4.966117216117216,"etah, kasganj"
2025-01-03,karnataka,583222,771.0,26.051042415528396,771.0,"ballari, vijayanagara"
2025-01-07,madhyapradesh,484440,1253.0,26.03583115183246,1253.0,"anuppur, shahdol"
2025-01-03,tamilnadu,600130,281.0,26.018518518518515,281.0,"chengalpattu, kancheepuram"
2025-01-03,telangana,500014,358.0,26.01073729420186,358.0,"medchalmalkajgiri, rangareddy, hyderabad, kvrangareddy"
2025-01-05,goa,403712,309.0,26.010101010101007,309.0,southgoa
2025-01-03,rajasthan,301412,1264.0,26.00971706201772,1264.0,alwar
2025-01-04,bihar,853204,2426.0,26.005338530632997,4.05685618729097,"bhagalpur, madhepura, purnia, katihar, munger, banka"
2025-01-03,jharkhand,816116,1797.0,26.002180376610507,1797.0,"sahibganj, dumka"
2025-03-01,rajasthan,312603,1062.0,26.002098635886675,1062.0,chittorgarh
2025-01-03,tamilnadu,636107,970.0,25.996649916247907,970.0,salem
2025-01-03,bihar,854325,3133.0,25.986432298819008,3133.0,"araria, purnia"
2025-01-03,rajasthan,342309,1667.0,25.97729296527159,1667.0,jodhpur
2025-01-03,uttarpradesh,271825,3572.0,25.96849659800541,3572.0,bahraich
2025-01-03,andhrapradesh,532407,3661.0,25.966608224418234,3661.0,"srikakulam, vizianagaram"
2025-01-03,rajasthan,326519,1832.0,25.95729395330273,1832.0,kota
2025-01-03,delhi,110025,5674.0,25.948170731707318,5674.0,"southdelhi, southeastdelhi"
2025-01-07,uttarakhand,244713,6024.0,25.94715525554484,6024.0,"nainital, udhamsinghnagar"
2025-01-03,andhrapradesh,533305,431.0,25.941065830720998,431.0,"drbrambedkarkonaseema, eastgodavari"
2025-01-03,westbengal,700157,980.0,25.9375,980.0,northtwentyfourparganas
2025-01-03,jharkhand,835225,3127.0,25.93701503719163,3127.0,"khunti, ranchi, westsinghbhum"
2025-01-03,tamilnadu,606202,825.0,25.935628742514968,825.0,"kallakurichi, viluppuram"
2025-01-03,gujarat,394180,1554.0,25.93131801692866,1554.0,surat
2025-01-07,uttarpradesh,282007,6026.0,25.925813953488372,6026.0,agra
2025-01-03,rajasthan,343025,1412.0,25.89849246231156,1412.0,jalor
2025-01-03,mizoram,796081,1965.0,25.89681774349084,1965.0,"kolasib, mamit"
2025-01-03,bihar,851211,6406.0,25.896735236925597,6406.0,begusarai
2025-03-01,jharkhand,825408,3391.0,25.892926857274084,3391.0,"chatra, hazaribagh"
2025-01-03,tamilnadu,627857,551.0,25.889416231608923,551.0,"tenkasi, tirunelveli"
2025-01-06,chhatisgarh,494441,1221.0,25.885992428339645,1221.0,"bijapur, dantewada, bastar, vijayapura"
2025-01-04,andhrapradesh,522426,1574.0,25.855851267031706,1574.0,"guntur, palnadu"
2025-01-03,madhyapradesh,472445,857.0,25.85334528076464,857.0,"tikamgarh, niwari"
2025-03-01,uttarpradesh,273164,5195.0,25.844122711907644,5195.0,"maharajganj, mahrajganj"
2025-01-03,tamilnadu,614404,605.0,25.83997722095672,605.0,thiruvarur
2025-01-07,haryana,136117,3364.0,25.82344257454975,3364.0,kaithal
2025-01-03,odisha,754214,576.0,25.82198952879581,576.0,"jajpur, kendrapara"
2025-01-04,tripura,799264,837.0,25.80620023716754,837.0,"dhalai, northtripura, unakoti"
2025-01-07,madhyapradesh,462420,2112.0,25.793347260163905,2112.0,bhopal
2025-03-01,rajasthan,314021,1017.0,25.789415656008824,1017.0,dungarpur
2025-01-03,jharkhand,814156,2635.0,25.786143006263046,2635.0,"godda, dumka"
2025-01-07,punjab,160062,822.0,25.784901758014477,822.0,"sasnagarmohali, rupnagar"
2025-01-03,rajasthan,321302,1508.0,25.781066598622097,1508.0,bharatpur
2025-01-03,tamilnadu,607202,356.0,25.767619047619046,356.0,"viluppuram, kallakurichi"
2025-01-06,karnataka,560067,1385.0,25.76584397866799,1385.0,"bengalururural, bengaluruurban"
2025-01-03,tamilnadu,606710,795.0,25.75064267352185,795.0,tiruvannamalai
2025-01-03,gujarat,396193,715.0,25.74958123953099,715.0,valsad
2025-01-03,rajasthan,321301,984.0,25.74418604651163,984.0,bharatpur
2025-03-01,rajasthan,311203,1548.0,25.734472408219812,1548.0,bhilwara
2025-01-07,madhyapradesh,485775,2449.0,25.730234315948604,2449.0,"satna, maihar"
2025-01-06,telangana,502319,1119.0,25.725771624539565,1119.0,"medak, sangareddy"
2025-03-01,assam,785702,852.0,25.725101397025686,852.0,golaghat
2025-07-01,telangana,508252,1515.0,25.714694383522456,1515.0,"nalgonda, yadadribhuvanagiri"
2025-01-06,madhyapradesh,473885,2504.0,25.71405782652044,2504.0,"ashoknagar, shivpuri"
2025-01-03,rajasthan,335503,1235.0,25.710696338837042,1235.0,hanumangarh
2025-01-04,karnataka,560067,1382.0,25.710033486295426,6.169642857142857,"bengalururural, bengaluruurban"
2025-03-01,telangana,503212,772.0,25.70884871550904,772.0,nizamabad
2025-01-07,gujarat,389172,1126.0,25.707147979918716,1.7349768875192604,"dahod, mahisagar, panchmahal"
2025-01-03,jharkhand,828121,1261.0,25.702903026559603,1261.0,dhanbad
2025-01-03,telangana,509129,618.0,25.698189134808853,618.0,"jogulambagadwal, mahabubnagar"
2025-01-03,jharkhand,828101,1162.0,25.6867740726864,1162.0,dhanbad
2025-01-04,uttarpradesh,201009,4832.0,25.683575037732137,4832.0,"gautambuddhanagar, ghaziabad, hapur"
2025-01-03,uttarakhand,249205,843.0,25.681334622823986,843.0,dehradun
2025-01-07,gujarat,394250,318.0,25.67920353982301,318.0,"surat, tapi"
2025-01-03,uttarpradesh,212203,1813.0,25.67610814787567,1813.0,"kaushambi, prayagraj"
2025-01-03,chhatisgarh,491225,1536.0,25.670076357873505,1536.0,"balod, durg"
2025-01-04,madhyapradesh,481672,1772.0,25.664123825317855,1772.0,"dindori, mandla"
2025-03-01,jharkhand,815318,1881.0,25.653151492812384,1881.0,giridih
2025-01-07,maharashtra,431001,13670.0,25.650981524249424,3.5636079249217936,"aurangabad, chhatrapatisambhajinagar"
2025-01-04,assam,781381,855.0,25.617977528089888,855.0,kamrup
2025-01-03,karnataka,586207,442.0,25.61297182349814,442.0,"bijapur, vijayapura"
2025-01-05,jammuandkashmir,182144,898.0,25.612156633547634,898.0,"ramban, reasi, doda, udhampur"
2025-01-03,andhrapradesh,517619,546.0,25.611940298507463,546.0,"chittoor, tirupati"
2025-01-03,bihar,811213,3788.0,25.610506683245262,3788.0,"munger, jamui"
2025-01-04,delhi,110020,2834.0,25.606349206349208,2834.0,southdelhi
2025-03-01,bihar,805130,1612.0,25.60609677715545,1612.0,"gaya, nalanda, nawada"
2025-01-03,rajasthan,341301,1117.0,25.60458452722063,1117.0,nagaur
2025-03-01,rajasthan,305814,1554.0,25.60131795716639,1554.0,ajmer
2025-01-03,tamilnadu,621315,818.0,25.59988300672711,818.0,"karur, tiruchirappalli"
2025-01-03,bihar,824206,4983.0,25.594231529039906,4983.0,gaya
2025-01-07,chandigarh,160020,626.0,25.592472420506166,626.0,chandigarh
2025-01-03,bihar,855107,7545.0,25.570714751249188,7545.0,"kishanganj, purnia, araria"
2025-01-03,andhrapradesh,515321,321.0,25.568611987381704,321.0,"ananthapuram, srisathyasai"
2025-01-03,jammuandkashmir,192231,4335.0,25.56599770885485,4335.0,"anantnag, kulgam, baramula"
2025-01-03,uttarpradesh,231218,1512.0,25.558718861209965,1512.0,sonbhadra
2025-01-03,rajasthan,313324,3646.0,25.55856294421186,3646.0,rajsamand
2025-01-03,westbengal,721139,1078.0,25.554472091459317,1078.0,"paschimmedinipur, purbamedinipur"
2025-01-07,tamilnadu,621133,663.0,25.550830564784054,663.0,perambalur
2025-01-03,rajasthan,341025,2959.0,25.54273556231003,2959.0,nagaur
2025-01-03,rajasthan,325215,2200.0,25.536030952764794,2200.0,baran
2025-01-03,uttarpradesh,273207,1694.0,25.53402239448751,1694.0,maharajganj
2025-01-03,bihar,823004,807.0,25.533721898417987,807.0,gaya
2025-01-03,jharkhand,829107,1545.0,25.53132889602938,1545.0,"bokaro, giridih"
2025-01-03,bihar,841413,847.0,25.53083294983893,847.0,"gopalganj, siwan"
2025-01-03,mizoram,796111,1321.0,25.52919407894737,1321.0,aizawl
2025-01-04,andhrapradesh,531113,952.0,25.528052805280527,952.0,"anakapalli, visakhapatnam"
2025-01-07,maharashtra,431137,867.0,25.527006990044484,867.0,"chhatrapatisambhajinagar, jalna, aurangabad"
2025-01-04,andhrapradesh,515541,433.0,25.52326783867632,433.0,"ananthapuram, srisathyasai"
2025-01-03,jammuandkashmir,182203,1970.0,25.522857671663893,1970.0,"doda, kishtwar"
2025-01-03,jharkhand,829112,1654.0,25.51257712387281,1654.0,bokaro
2025-01-07,telangana,509339,555.0,25.51251158480074,555.0,"mahabubnagar, rangareddy, vikarabad, narayanpet, kvrangareddy"
2025-01-03,madhyapradesh,485772,1371.0,25.494206837362324,1371.0,"maihar, satna"
2025-01-03,tamilnadu,606205,976.0,25.487898089171978,976.0,"kallakurichi, viluppuram"
2025-01-03,tamilnadu,635901,431.0,25.4838104176443,431.0,"tirupathur, vellore"
2025-01-03,uttarpradesh,245201,736.0,25.48148148148148,736.0,"ghaziabad, hapur"
2025-01-03,rajasthan,325601,1701.0,25.471221338324753,1701.0,kota
2025-01-03,rajasthan,342312,2747.0,25.470722723231297,2747.0,jodhpur
2025-01-03,odisha,758025,795.0,25.470063025210084,795.0,"jajpur, keonjhar"
2025-01-03,rajasthan,341026,1106.0,25.45971563981043,1106.0,nagaur
2025-01-03,odisha,768017,564.0,25.454545454545453,564.0,sambalpur
2025-01-03,westbengal,734008,353.0,25.446943483275664,353.0,"darjeeling, jalpaiguri, kalimpong"
2025-01-03,rajasthan,322204,417.0,25.44406779661017,417.0,"karauli, sawaimadhopur"
2025-01-03,andhrapradesh,522111,681.0,25.442948502187814,681.0,"guntur, bapatla"
2025-01-03,rajasthan,328025,3298.0,25.437062937062937,3298.0,dholpur
2025-01-05,tamilnadu,600099,2110.0,25.433846742561947,2110.0,"tiruvallur, chennai"
2025-01-03,telangana,505503,1021.0,25.42809415337889,1021.0,"jayashankarbhupalpally, karimnagar"
2025-01-03,karnataka,591248,848.0,25.42679127725857,848.0,belagavi
2025-01-03,bihar,841410,1704.0,25.422850412249705,1704.0,saran
2025-01-03,tamilnadu,604408,1660.0,25.41813898704358,1660.0,"tiruvannamalai, kancheepuram"
2025-01-03,westbengal,713339,588.0,25.41502308015107,588.0,"paschimbardhaman, purbabardhaman"
2025-03-01,uttarakhand,249186,744.0,25.412506568575935,744.0,tehrigarhwal
2025-01-03,uttarpradesh,272201,2457.0,25.410231660231663,2457.0,siddharthnagar
2025-01-03,bihar,852111,2478.0,25.40536277602524,2478.0,supaul
2025-01-03,tamilnadu,600095,1721.0,25.403802852139105,1721.0,"tiruvallur, chennai"
2025-01-03,tamilnadu,627415,590.0,25.400302114803626,590.0,"tenkasi, tirunelveli"
2025-01-03,rajasthan,333516,1406.0,25.394556092597302,1406.0,jhunjhunu
2025-01-03,telangana,505472,243.0,25.391384051329055,243.0,"karimnagar, siddipet"
2025-01-03,bihar,852124,2673.0,25.389505147791432,2673.0,"madhepura, saharsa"
2025-01-03,telangana,505514,314.0,25.38323353293413,314.0,"karimnagar, peddapalli"
2025-03-01,rajasthan,326033,2757.0,25.380063124671224,2757.0,jhalawar
2025-01-03,rajasthan,313327,786.0,25.379277108433737,786.0,rajsamand
2025-03-01,jharkhand,814152,1759.0,25.377542151920736,1759.0,"deoghar, godda"
2025-01-03,rajasthan,333515,848.0,25.375757575757575,848.0,jhunjhunu
2025-01-03,tamilnadu,635111,608.0,25.372128637059724,608.0,"dharmapuri, krishnagiri"
2025-01-03,rajasthan,323304,644.0,25.366255144032923,644.0,chittorgarh
2025-01-03,gujarat,360110,933.0,25.363513817119745,933.0,"jamnagar, rajkot"
2025-01-03,karnataka,581212,477.0,25.361098803721756,477.0,"dharwad, haveri"
2025-03-01,uttarpradesh,274203,1986.0,25.34779834077856,1986.0,"deoria, kushinagar"
2025-01-03,westbengal,712134,684.0,25.341944255608432,684.0,"hooghly, paschimbardhaman, purbabardhaman"
2025-03-01,jharkhand,816107,6996.0,25.341493879590306,6996.0,"pakur, deoghar"
